user_id,avg_email_size,total_attachments,avg_recipients,total_file_actions,total_to_rem,total_from_rem,total_uses_rem,avg_file_size,total_device_actions,connected_count,total_logons,o,c,e,a,n,email,role,projects,business_unit,supervisor,start_date,end_date,employment_duration_days,is_active,functional_unit_id,functional_unit_name,department_id,department_name,team_id,team_name,anomaly,rule_alert_count,risk_score,anomaly_label
BMC3061,507.1094575132021,447,2.57993278924628,61.0,0.0,0.0,0.0,505.5245901639344,0.0,0.0,986.0,15.0,43.0,27.0,20.0,25.0,bianca.marcia.clark@dtaa.com,Mathematician,,1.0,Zelda Zelenia Owens,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,2.0,Research,5.0,Lab,normal,4672.0,4672.0,
BMC3636,531.9509202453987,176,2.950920245398773,501.0,75.0,170.0,245.0,492.7165668662674,372.0,187.0,1802.0,31.0,20.0,21.0,50.0,25.0,brielle.maggy.campbell@dtaa.com,ProductionLineWorker,,1.0,Brynne Camille Whitfield,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,12.0,AssemblyDept,normal,6059.0,6059.0,
BMF2337,556.1098084072062,513,2.5447526451243925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,11.0,31.0,41.0,40.0,24.0,barclay.mason.french@dtaa.com,Salesman,,1.0,Adele Deirdre Guthrie,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,3.0,RegionalSales,normal,6921.0,6921.0,
BMH0457,551.9931707317073,267,2.568780487804878,23.0,0.0,0.0,0.0,349.17391304347825,0.0,0.0,148.0,42.0,35.0,25.0,47.0,26.0,brielle.maite.henson@dtaa.com,SecurityGuard,,1.0,Malachi Herrod Henson,2009-12-01,2010-04-01,357.0,False,1.0,Adminstration,5.0,Security,1.0,BuildingSecurity,normal,1607.0,1607.0,
BMH1069,546.8158896289249,274,2.88011417697431,249.0,0.0,0.0,0.0,324.7991967871486,0.0,0.0,838.0,20.0,24.0,15.0,43.0,25.0,brynn.mariko.howard@dtaa.com,Scientist,,1.0,Victoria Winter Barker,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,2.0,Research,2.0,Lab,normal,2836.0,2836.0,
BMM0462,556.9493871095294,681,2.493475682087782,2707.0,860.0,1460.0,2320.0,489.1300332471371,1980.0,990.0,3091.0,43.0,19.0,39.0,23.0,30.0,brent.macon.munoz@dtaa.com,ITAdmin,,1.0,Carl Garrett Morgan,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,2.0,ElectronicSecurity,anomaly,28753.0,28753.0,
BMM3328,557.1601731601731,66,2.9783549783549783,371.0,134.0,211.0,345.0,588.0377358490566,289.0,146.0,991.0,43.0,22.0,11.0,39.0,27.0,britanni.mariam.mcclain@dtaa.com,ProductionLineWorker,,1.0,Ira Austin Avery,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,10.0,AssemblyDept,normal,5432.0,5432.0,
BMN0178,566.5535353535354,154,2.892929292929293,51.0,14.0,28.0,42.0,626.2941176470588,41.0,21.0,189.0,21.0,42.0,20.0,14.0,36.0,bo.mechelle.nelson@dtaa.com,TechnicalWriter,Project 30,1.0,Carly Kaden Berry,2009-12-01,2010-03-01,356.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,1.0,Publications,normal,1237.0,1237.0,
BMN3207,541.6882685277501,428,2.850448654037886,22.0,0.0,0.0,0.0,631.8181818181819,0.0,0.0,1028.0,33.0,40.0,20.0,50.0,32.0,bernard.marsden.nolan@dtaa.com,MechanicalEngineer,,1.0,Thane Erich Cunningham,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,22.0,MechanicalEngineering,normal,11134.0,11134.0,
BMR1662,593.8898716119829,671,2.5477888730385163,95.0,0.0,0.0,0.0,639.2947368421053,0.0,0.0,712.0,29.0,25.0,43.0,41.0,31.0,brenna.michelle.robles@dtaa.com,Salesman,,1.0,Cheryl Brianna Aguirre,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,2.0,RegionalSales,normal,10177.0,10177.0,
BMS0925,571.8359124087591,1192,2.8256934306569343,1490.0,442.0,842.0,1284.0,562.155033557047,772.0,388.0,1175.0,30.0,38.0,23.0,31.0,22.0,beck.macaulay.shaffer@dtaa.com,Salesman,,1.0,Florence Giselle Neal,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,2.0,Sales,1.0,RegionalSales,normal,21556.0,21556.0,
BMV1886,556.8393536121673,378,2.384980988593156,9.0,0.0,0.0,0.0,487.77777777777777,0.0,0.0,712.0,25.0,34.0,40.0,44.0,32.0,bree.macey.vincent@dtaa.com,ElectricalEngineer,,1.0,Nicole Jennifer Rosario,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,16.0,TestAndEvalualtion,normal,3306.0,3306.0,
BNB3370,555.0185396463206,777,2.4680547632629777,154.0,0.0,0.0,0.0,495.0779220779221,0.0,0.0,712.0,47.0,20.0,10.0,46.0,22.0,bertha.neve.buckley@dtaa.com,Salesman,,1.0,Otto Alexander Wilkins,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,2.0,Sales,5.0,RegionalSales,normal,4984.0,4984.0,
BNC1497,535.131914893617,46,2.9617021276595743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,48.0,30.0,14.0,36.0,25.0,brynn.neve.carpenter@dtaa.com,StockroomClerk,,1.0,Cooper Ali Stuart,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,3.0,Stockroom,normal,767.0,767.0,
BNC3178,540.7920650095602,299,2.555927342256214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,35.0,50.0,43.0,44.0,26.0,barrett.nigel.coffey@dtaa.com,ElectricalEngineer,,1.0,Malcolm Elton Battle,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,24.0,SystemsEngineering,normal,2371.0,2371.0,
BNF1110,546.6971912273951,710,2.594844170834937,3552.0,827.0,1850.0,2677.0,509.6227477477477,301.0,151.0,1268.0,41.0,36.0,42.0,17.0,31.0,baxter.nicholas.fowler@dtaa.com,ComputerProgrammer,Project 67,1.0,Amanda Sydney Decker,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,7.0,WebSoftware,normal,14316.0,14316.0,
BNH2692,547.2954545454545,686,2.8650568181818183,115.0,0.0,0.0,0.0,615.3565217391305,0.0,0.0,1205.0,43.0,37.0,15.0,40.0,25.0,benjamin.nicolas.hull@dtaa.com,ComputerProgrammer,Project 7,1.0,Jermaine Carlos Smith,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,3.0,SoftwareManagement,10.0,WebSoftware,normal,6153.0,6153.0,
BNH3516,548.9680952380952,593,2.808095238095238,1081.0,432.0,279.0,711.0,491.25346901017576,834.0,418.0,1071.0,37.0,19.0,49.0,25.0,18.0,bert.nathaniel.hardy@dtaa.com,Scientist,,1.0,Brady Kermit Clay,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,2.0,Research,6.0,Lab,normal,10980.0,10980.0,
BNK0087,538.574592074592,365,2.124708624708625,17.0,0.0,0.0,0.0,689.0588235294117,0.0,0.0,712.0,39.0,46.0,39.0,19.0,32.0,beau.nehru.kidd@dtaa.com,AdministrativeAssistant,,1.0,Dominic Justin Caldwell,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,4.0,WebSoftware,normal,2353.0,2353.0,
BNL1652,601.8997978631245,446,2.5573202425642507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,37.0,37.0,35.0,22.0,32.0,blake.nicolas.lowe@dtaa.com,Salesman,,1.0,Cheryl Brianna Aguirre,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,2.0,RegionalSales,normal,8861.0,8861.0,
BNR2527,569.4481268011527,323,2.810278578290106,9.0,0.0,0.0,0.0,420.44444444444446,0.0,0.0,712.0,44.0,40.0,35.0,47.0,31.0,barry.noble.russell@dtaa.com,SystemsEngineer,,1.0,Carter Charles Wells,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,20.0,SystemsEngineering,normal,3266.0,3266.0,
BNR3128,486.1372549019608,70,2.6372549019607843,8.0,0.0,0.0,0.0,706.875,0.0,0.0,46.0,42.0,33.0,27.0,41.0,32.0,benjamin.nicolas.ryan@dtaa.com,Mathematician,,1.0,Bethany Diana Jordan,2009-12-01,2010-02-01,355.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,5.0,Lab,normal,488.0,488.0,
BNS2384,548.4562596599691,654,2.502627511591963,61.0,0.0,0.0,0.0,511.327868852459,0.0,0.0,712.0,20.0,36.0,12.0,45.0,27.0,brenna.nora.sears@dtaa.com,Manager,Project 14,1.0,Kaden Ezekiel Osborne,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,3.0,SoftwareManagement,10.0,WebSoftware,normal,4005.0,4005.0,
BNS3233,552.2071428571429,396,2.584285714285714,443.0,149.0,247.0,396.0,535.5395033860045,6121.0,3066.0,760.0,39.0,38.0,28.0,21.0,19.0,brody.nicolas.sweet@dtaa.com,ComputerScientist,,1.0,Oliver Brock Howe,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,24.0,SystemsEngineering,normal,41597.0,41597.0,
BNS3594,527.514450867052,341,2.6334296724470136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,44.0,21.0,30.0,21.0,40.0,brennan.nicolas.sykes@dtaa.com,ComputerScientist,,1.0,Todd Salvador Fisher,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,25.0,SystemsEngineering,normal,2537.0,2537.0,
BNT0663,527.941537010844,291,2.47949080622348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,39.0,46.0,14.0,35.0,37.0,benedict.nigel.townsend@dtaa.com,MechanicalEngineer,,1.0,Grace Jasmine Gamble,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,2.0,MechanicalEngineering,normal,2623.0,2623.0,
BNW3985,547.5258620689655,129,2.909482758620689,26.0,0.0,0.0,0.0,652.7307692307693,0.0,0.0,1241.0,42.0,40.0,16.0,44.0,36.0,brady.nicolas.wong@dtaa.com,ProductionLineWorker,,1.0,Hillary Zenaida Adkins,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,14.0,AssemblyDept,normal,497.0,497.0,
BOH1751,541.8412017167382,789,2.5067443286327404,56.0,0.0,0.0,0.0,593.5,0.0,0.0,712.0,30.0,12.0,10.0,18.0,31.0,bertha.olympia.hopper@dtaa.com,SecurityGuard,,1.0,Rose Wilma Nieves,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,5.0,BuildingSecurity,normal,4837.0,4837.0,
BOJ2179,539.75,91,2.564655172413793,6.0,0.0,0.0,0.0,505.3333333333333,0.0,0.0,712.0,42.0,38.0,40.0,28.0,31.0,bevis.oleg.jennings@dtaa.com,ProductionLineWorker,,1.0,Zelda Idona Ross,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,6.0,AssemblyDept,normal,881.0,881.0,
BON0968,523.2564102564103,270,2.527065527065527,48.0,0.0,0.0,0.0,630.2083333333334,0.0,0.0,712.0,18.0,25.0,42.0,18.0,34.0,benjamin.omar.newman@dtaa.com,Technician,,1.0,Sydney Medge Ellis,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,1.0,RegionalFieldService,normal,1489.0,1489.0,
BOR2387,552.0231281198003,925,2.471547420965058,68.0,0.0,0.0,0.0,400.0882352941176,0.0,0.0,1140.0,33.0,37.0,46.0,39.0,27.0,blair.otto.rich@dtaa.com,ChiefEngineer,,1.0,Zahir Byron Wells,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,19.0,MaterialsEngineering,normal,6782.0,6782.0,
BOV1609,525.4006977323698,984,2.5509593820084726,1099.0,0.0,0.0,0.0,397.30209281164696,0.0,0.0,832.0,34.0,16.0,39.0,45.0,27.0,brenda.olivia.valdez@dtaa.com,Salesman,,1.0,Troy Hayes Massey,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,2.0,Sales,2.0,RegionalSales,normal,7738.0,7738.0,
BPD2437,548.4520783236002,764,2.719683957402954,3175.0,1026.0,1732.0,2758.0,554.6592125984251,2264.0,1132.0,3436.0,35.0,36.0,36.0,23.0,37.0,benjamin.phillip.dyer@dtaa.com,ITAdmin,,1.0,Madison Charissa Malone,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,8.0,ElectronicSecurity,anomaly,33262.0,33262.0,
BPL3202,537.2611403929085,382,2.592237661715381,34.0,0.0,0.0,0.0,578.4411764705883,0.0,0.0,778.0,45.0,41.0,40.0,15.0,23.0,barclay.plato.lyons@dtaa.com,MechanicalEngineer,,1.0,Thane Erich Cunningham,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,22.0,MechanicalEngineering,normal,7168.0,7168.0,
BPM3694,549.1150793650794,134,2.7222222222222223,108.0,0.0,0.0,0.0,591.0648148148148,0.0,0.0,1130.0,32.0,43.0,21.0,22.0,27.0,brendan.patrick.mclean@dtaa.com,ProductionLineWorker,,1.0,Melissa Laura Cardenas,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,12.0,AssemblyDept,normal,938.0,938.0,
BPN3051,570.6508248232522,726,2.8287509819324432,2308.0,776.0,1268.0,2044.0,539.4939341421144,1932.0,966.0,2828.0,30.0,19.0,13.0,19.0,32.0,breanna.pascale.nelson@dtaa.com,ITAdmin,,1.0,Lois Rhonda Snow,2009-12-01,2011-06-01,724.0,False,1.0,Adminstration,5.0,Security,10.0,ElectronicSecurity,anomaly,28503.0,28503.0,
BPR1678,519.6697530864197,99,2.503086419753086,17.0,0.0,0.0,0.0,538.1176470588235,0.0,0.0,300.0,44.0,36.0,25.0,12.0,38.0,brent.preston.riggs@dtaa.com,Technician,,1.0,Haley Madeline Thomas,2009-12-01,2010-06-01,359.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,2.0,RegionalFieldService,normal,680.0,680.0,
BQK2024,515.0964491362764,725,2.812380038387716,507.0,0.0,0.0,0.0,380.84615384615387,0.0,0.0,1223.0,40.0,27.0,40.0,33.0,26.0,barbara.quin.kerr@dtaa.com,MechanicalEngineer,,1.0,Elijah Valentine Fuentes,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,16.0,TestAndEvalualtion,normal,5048.0,5048.0,
BQV1308,502.26869938065744,659,2.5793234873749404,356.0,76.0,155.0,231.0,480.4550561797753,271.0,136.0,994.0,36.0,45.0,21.0,41.0,33.0,brady.quincy.vazquez@dtaa.com,SystemsEngineer,,1.0,Zachery Hayes Fuller,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,10.0,SystemsEngineering,normal,8028.0,8028.0,
BQW1904,525.7874280230326,462,2.5460652591170825,48.0,0.0,0.0,0.0,445.4583333333333,0.0,0.0,712.0,17.0,40.0,48.0,42.0,31.0,britanni.quon.wall@dtaa.com,Mathematician,,1.0,Quincy Joshua Olsen,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,3.0,Lab,normal,2808.0,2808.0,
BRB2143,548.8961038961039,235,2.862914862914863,25.0,0.0,0.0,0.0,583.56,0.0,0.0,712.0,41.0,42.0,37.0,13.0,35.0,brent.randall.barber@dtaa.com,Technician,,1.0,Ifeoma Mechelle Nash,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,16.0,TestAndEvalualtion,normal,2107.0,2107.0,
BRC1811,550.3014671083768,373,2.9290108849976337,7.0,0.0,0.0,0.0,835.4285714285714,0.0,0.0,1128.0,13.0,23.0,19.0,42.0,31.0,brittany.rhiannon.crosby@dtaa.com,WebDeveloper,Project 62,1.0,Blair Hope Estes,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,9.0,WebSoftware,normal,3373.0,3373.0,
BRC3949,565.1515151515151,133,2.7705627705627704,18.0,0.0,0.0,0.0,634.3888888888889,0.0,0.0,712.0,43.0,23.0,37.0,28.0,22.0,beau.roth.cummings@dtaa.com,ProductionLineWorker,,1.0,Keegan Noah Riggs,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,14.0,AssemblyDept,normal,733.0,733.0,
BRD3314,547.862660944206,99,2.51931330472103,165.0,45.0,82.0,127.0,544.9272727272727,261.0,132.0,712.0,40.0,23.0,23.0,36.0,27.0,bryar.rachel.duran@dtaa.com,StockroomClerk,,1.0,September Hanae Ward,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,9.0,Stockroom,normal,3510.0,3510.0,
BRG3113,548.4123268036311,400,2.580506450071668,46.0,0.0,0.0,0.0,350.5652173913044,0.0,0.0,711.0,45.0,30.0,41.0,40.0,36.0,blaine.rae.greer@dtaa.com,ComputerScientist,,1.0,Hop Alfonso Palmer,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,24.0,SystemsEngineering,normal,3613.0,3613.0,
BRG3267,533.1101694915254,53,2.6440677966101696,8868.0,3016.0,5080.0,8096.0,590.5766801984664,5689.0,2848.0,866.0,30.0,37.0,18.0,44.0,27.0,bradley.robert.guthrie@dtaa.com,StockroomClerk,,1.0,Quincy Guy Shannon,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,9.0,Stockroom,anomaly,61098.0,61098.0,
BRH1107,528.3724465558195,478,2.4907363420427555,27.0,0.0,0.0,0.0,716.8888888888889,0.0,0.0,712.0,19.0,26.0,18.0,22.0,33.0,brynne.ramona.hendrix@dtaa.com,ElectricalEngineer,,1.0,Carl Alfonso Roman,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,6.0,EmbeddedSoftware,normal,4783.0,4783.0,
BRH2866,588.1830985915493,20,2.3661971830985915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,17.0,12.0,22.0,43.0,24.0,barbara.risa.holmes@dtaa.com,ProductionLineWorker,,1.0,Demetria Sage Melendez,2009-12-01,2010-04-01,357.0,False,6.0,Manufacturing_Government,3.0,Assembly,8.0,AssemblyDept,normal,153.0,153.0,
BRJ2151,540.0586256607401,745,2.782316194137434,85.0,0.0,0.0,0.0,554.1647058823529,0.0,0.0,780.0,39.0,41.0,33.0,36.0,26.0,brody.robert.jimenez@dtaa.com,MechanicalEngineer,,1.0,Ifeoma Mechelle Nash,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,16.0,TestAndEvalualtion,normal,5304.0,5304.0,
BRM0143,516.6315538608198,384,2.5896091515729265,81.0,0.0,0.0,0.0,673.1234567901234,0.0,0.0,712.0,12.0,17.0,37.0,37.0,36.0,beau.robert.mayer@dtaa.com,Mathematician,,1.0,Charlotte Ramona Maxwell,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,1.0,Lab,normal,3023.0,3023.0,
BRM0843,575.0772532188842,62,2.467811158798283,5.0,0.0,0.0,0.0,601.4,0.0,0.0,712.0,26.0,16.0,44.0,22.0,50.0,byron.reed.mills@dtaa.com,StockroomClerk,,1.0,Hammett Zeus Hodge,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,1.0,Stockroom,normal,980.0,980.0,
BRN3289,573.2362869198312,45,2.7046413502109705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,26.0,21.0,42.0,20.0,31.0,basia.rina.nelson@dtaa.com,ProductionLineWorker,,1.0,Austin Joel Coleman,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,10.0,AssemblyDept,normal,813.0,813.0,
BRR2899,521.2930687374173,1029,2.5303422490652863,72.0,0.0,0.0,0.0,548.2777777777778,0.0,0.0,712.0,34.0,28.0,14.0,20.0,31.0,bethany.rinah.ross@dtaa.com,Salesman,,1.0,Heidi Cara Schmidt,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,2.0,Sales,4.0,RegionalSales,normal,4656.0,4656.0,
BRS0333,551.3502824858757,215,2.5296610169491527,41.0,0.0,0.0,0.0,765.6585365853658,0.0,0.0,712.0,13.0,11.0,15.0,42.0,36.0,bianca.rebecca.schultz@dtaa.com,Supervisor,,1.0,Stuart Zeph Barker,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,1.0,Stockroom,normal,1092.0,1092.0,
BRW0963,527.373417721519,1204,2.818469505178366,149.0,0.0,0.0,0.0,562.48322147651,0.0,0.0,987.0,39.0,41.0,16.0,30.0,27.0,basil.robert.webster@dtaa.com,Salesman,,1.0,Whoopi Laurel Guy,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,1.0,RegionalSales,normal,5541.0,5541.0,
BRW3552,527.1653168175321,320,2.835159599809433,254.0,65.0,136.0,201.0,535.7086614173228,253.0,128.0,1039.0,46.0,43.0,18.0,18.0,34.0,boris.roth.wolf@dtaa.com,Physicist,,1.0,Cora Noelle Hanson,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,6.0,Lab,normal,7213.0,7213.0,
BSB3083,555.1830783938815,674,2.64244741873805,3413.0,1133.0,1932.0,3065.0,571.1878113096982,1469.0,738.0,993.0,39.0,43.0,26.0,21.0,31.0,benjamin.sylvester.brown@dtaa.com,MechanicalEngineer,,1.0,Quinn Madeline Prince,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,4.0,Engineering,22.0,MechanicalEngineering,normal,27607.0,27607.0,
BSM2288,536.5395894428152,170,2.585043988269794,18.0,0.0,0.0,0.0,651.7777777777778,0.0,0.0,712.0,50.0,40.0,20.0,45.0,27.0,barry.sebastian.mendez@dtaa.com,Technician,Project 15,1.0,Eric Macaulay Sanchez,2009-12-01,2011-06-01,724.0,False,8.0,SalesAndMarketing_Commercial,3.0,FieldService,3.0,RegionalFieldService,normal,1178.0,1178.0,
BSM2844,517.0508474576271,121,2.6737288135593222,8145.0,2748.0,4627.0,7375.0,585.2494782074892,5059.0,2535.0,712.0,20.0,22.0,38.0,40.0,28.0,brandon.samuel.mcintyre@dtaa.com,ProductionLineWorker,,1.0,Demetria Sage Melendez,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,8.0,AssemblyDept,anomaly,59502.0,59502.0,
BSS2956,530.4297969688304,1268,2.8081212467829566,206.0,0.0,0.0,0.0,482.41747572815535,0.0,0.0,981.0,20.0,11.0,26.0,27.0,24.0,barbara.sloane.sykes@dtaa.com,Salesman,,1.0,Tanisha Chiquita Mullins,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,2.0,Sales,4.0,RegionalSales,normal,5684.0,5684.0,
BSS3551,525.8187919463087,270,2.598753595397891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,43.0,17.0,40.0,16.0,28.0,bevis.stone.sampson@dtaa.com,Scientist,,1.0,Cora Noelle Hanson,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,2.0,Research,6.0,Lab,normal,2518.0,2518.0,
BSV1499,540.3246753246754,103,2.51948051948052,30.0,0.0,0.0,0.0,649.0333333333333,0.0,0.0,1000.0,38.0,38.0,17.0,17.0,17.0,beau.slade.vincent@dtaa.com,StockroomClerk,,1.0,Cooper Ali Stuart,2009-12-01,2011-06-01,724.0,False,5.0,Manufacturing_Commercial,3.0,Assembly,3.0,Stockroom,normal,852.0,852.0,
BTB0489,537.5193236714975,480,2.843478260869565,81.0,0.0,0.0,0.0,700.0123456790124,0.0,0.0,712.0,35.0,50.0,38.0,27.0,26.0,benjamin.taylor.bates@dtaa.com,SoftwareEngineer,Project 49,1.0,Yolanda Briar Joyner,2009-12-01,2011-06-01,724.0,False,2.0,ResearchAndEngineering_Commercial,3.0,SoftwareManagement,2.0,DesktopSoftware,normal,3155.0,3155.0,
BTG3468,542.9290780141844,167,2.921985815602837,21.0,0.0,0.0,0.0,617.1904761904761,0.0,0.0,712.0,25.0,30.0,47.0,20.0,36.0,brianna.tatyana.gross@dtaa.com,Technician,,1.0,Hedy Kristen Mcfadden,2009-12-01,2011-06-01,724.0,False,9.0,SalesAndMarketing_Government,3.0,FieldService,5.0,RegionalFieldService,normal,1272.0,1272.0,
BTR2026,526.6623686723973,283,2.540114613180516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,15.0,15.0,41.0,39.0,27.0,beau.todd.romero@dtaa.com,MechanicalEngineer,,1.0,Elijah Valentine Fuentes,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,16.0,TestAndEvalualtion,normal,3909.0,3909.0,
BTV0644,555.3514946962391,354,2.563162970106075,20.0,0.0,0.0,0.0,612.6,0.0,0.0,712.0,14.0,20.0,28.0,40.0,27.0,burke.thaddeus.vance@dtaa.com,TechnicalWriter,Project 42,1.0,Carly Kaden Berry,2009-12-01,2011-06-01,724.0,False,3.0,ResearchAndEngineering_Government_Domestic,4.0,Engineering,1.0,Publications,normal,2996.0,2996.0,
BUS1727,563.3371980676328,1176,2.81207729468599,2028.0,660.0,1178.0,1838.0,574.9699211045365,2169.0,1088.0,1246.0,39.0,18.0,48.0,22.0,25.0,barrett.ulysses.shepherd@dtaa.com,ChiefEngineer,,1.0,Jason Amery Franco,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,13.0,ElectricalEngineering,anomaly,28260.0,28260.0,
BUS2399,561.5333333333333,302,2.4521739130434783,28.0,0.0,0.0,0.0,549.0714285714286,0.0,0.0,1184.0,16.0,10.0,37.0,25.0,31.0,britanney.ursa.shepard@dtaa.com,Supervisor,,1.0,Stuart Zeph Barker,2009-12-01,2011-06-01,724.0,False,6.0,Manufacturing_Government,3.0,Assembly,7.0,Stockroom,normal,2476.0,2476.0,
BUW2717,544.4155534351145,409,2.55868320610687,17.0,0.0,0.0,0.0,526.8823529411765,0.0,0.0,712.0,43.0,36.0,37.0,19.0,34.0,brock.ulysses.wall@dtaa.com,ElectricalEngineer,,1.0,Hammett Hamish Donaldson,2009-12-01,2011-06-01,724.0,False,4.0,ResearchAndEngineering_Government_Foreign,4.0,Engineering,18.0,ElectricalEngineering,normal,5750.0,5750.0,
